"IndicatorCode","IndicatorName"
"W23_emissions_front_back_B","Other smoked tobacco packaging and labelling must display qualitative information on constituents and emissions on one or more of the principal display areas"
"W23_emissions_front_back_C","Smokeless tobacco packaging and labelling must display qualitative information on constituents and emissions on one or more of the principal display areas"
"W24_exp_date_A","Cigarette packaging and labelling must not display expiry dates"
"W24_exp_date_B","Other smoked tobacco packaging and labelling must not display expiry dates"
"W24_exp_date_C","Smokeless tobacco packaging and labelling must not display expiry dates"
"W25_quitline_number_A","The quit line number must appear on cigarette packaging or labelling"
"W25_quitline_number_B","The quit line number must appear on other smoked tobacco packaging or labelling"
"W25_quitline_number_C","The quit line number must appear on smokeless tobacco packaging or labelling"
"W26_plain_packaging_A","Plain packaging of cigarettes is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited)."
"W26_plain_packaging_B","Plain packaging of other smoked tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited)."
"W26_plain_packaging_C","Plain packaging of smokeless tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited)."
"W27_smokeless_prod_ban","The sale of all smokeless tobacco products is completely banned"
"W3_pc_front_A","Percentage of principal display area mandated to be covered by health warnings - front of cigarette packaging"
"W3_pc_front_B","Percentage of principal display area mandated to be covered by health warnings - front of other smoked tobacco packaging"
"W3_pc_front_C","Percentage of principal display area mandated to be covered by health warnings - front of smokeless tobacco packaging"
"W4_pc_back_A","Percentage of principal display area mandated to be covered by health warnings - back of cigarette packaging"
"W4_pc_back_B","Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging"
"W4_pc_back_C","Percentage of principal display area mandated to be covered by health warnings - back of smokeless tobacco packaging"
"W5_top_side_A","Health warnings on cigarette packaging must be placed at the top of the principal display areas of the package"
"W5_top_side_B","Health warnings on other smoked tobacco packaging must be placed at the top of the principal display areas of the package"
"W5_top_side_C","Health warnings on smokeless tobacco packaging must be placed at the top of the principal display areas of the package"
"W6_font_A","Does the law mandate font style, font size and colour of health warnings on cigarette packaging?"
"W6_font_B","Does the law mandate font style, font size and colour of health warnings on other smoked tobacco packaging?"
"W6_font_C","Does the law mandate font style, font size and colour of health warnings on smokeless tobacco packaging?"
"W7_rotation_A","Are the health warnings on cigarette packaging rotating?"
"W7_rotation_B","Are the health warnings on other smoked tobacco packaging rotating?"
"W7_rotation_C","Are the health warnings on smokeless tobacco packaging rotating?"
"W8_princ_langs_A","Are the health warnings on cigarette packaging written in the principal language(s) of the country?"
"W8_princ_langs_B","Are the health warnings on other smoked tobacco packaging written in the principal language(s) of the country?"
"W8_princ_langs_C","Are the health warnings on smokeless tobacco packaging written in the principal language(s) of the country?"
"W9_no_obscure_A","Health warnings on cigarette packaging must not be obscured in any way including by required markings such as tax stamps"
"W9_no_obscure_B","Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps"
"W9_no_obscure_C","Health warnings on smokeless tobacco packaging must not be obscured in any way including by required markings such as tax stamps"
"wast5","Wasting prevalence in children aged < 5 years (%)"
"WHOSIS_000001","Life expectancy at birth (years)"
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)"
"WHOSIS_000003","Neonatal mortality rate (per 1000 live births)"
"WHOSIS_000004","Adult mortality rate (probability of dying between 15 and 60 years per 1000 population)"
"WHOSIS_000006","Infants exclusively breastfed for the first six months of life (%)"
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)"
"WHOSIS_000014","Stillbirth rate (per 1000 total births)"
"WHOSIS_000015","Life expectancy at age 60 (years)"
"WHS_PBR","Preterm birth rate (per 100 live births)"
"WHS10_8","Civil registration coverage of cause-of-death (%)"
"WHS10_9","Ill-defined causes in cause-of-death registration (%)"
"WHS2_126","Distribution of years of life lost by major cause group"
"WHS2_131","Age-standardized NCD mortality rate  (per 100 000 population)"
"WHS2_138","Deaths due to HIV/AIDS (per 100 000 population)"
"WHS2_152","Deaths due to malaria (per 100 000 population)"
"WHS2_160","Age-standardized mortality rate by cause (per 100 000 population) - Cancer"
"WHS2_161","Age-standardized mortality rate by cause (per 100 000 population) - Cardiovascular"
"WHS2_174","Distribution of years of life lost by broader causes (%) - Injuries"
"WHS3_41","Diphtheria - number of reported cases"
"WHS3_42","Japanese encephalitis - number of reported cases"
"WHS3_43","Pertussis - number of reported cases"
"WHS3_45","Number of new leprosy cases"
"WHS3_46","Total tetanus - number of reported cases"
"WHS3_49","Poliomyelitis - number of reported cases"
"WHS3_50","Yellow fever - number of reported cases"
"WHS3_522","Number of reported cases of tuberculosis"
"WHS3_53","Mumps - number of reported cases"
"WHS3_55","Congenital Rubella Syndrome - number of reported cases"
"WHS3_56","Neonatal tetanus - number of reported cases"
"WHS3_57","Rubella - number of reported cases"
"WHS3_62","Measles - number of reported cases"
"WHS4_100","Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%)"
"WHS4_106","Children aged < 5 years with pneumonia symptoms taken to a healthcare provider (%)"
"WHS4_111","Antenatal care coverage - at least one visit (%)"
"WHS4_111_AGE1519","Antenatal care coverage - at least one visit, among girls aged 15-19 (%)"
"WHS4_115","Births by caesarean section (%)"
"WHS4_117","Hepatitis B (HepB3) immunization coverage among 1-year-olds (%)"
"WHS4_128","Neonates protected at birth against neonatal tetanus (PAB) (%)"
"WHS4_129","Hib (Hib3) immunization coverage among 1-year-olds (%)"
"WHS4_154","Antenatal care coverage - at least four visits (%)"
"WHS4_543","BCG immunization coverage among 1-year-olds (%)"
"WHS4_544","Polio (Pol3) immunization coverage among 1-year-olds (%)"
"WHS5_512","Population using solid fuels (%)"
"WHS6_100","Radiotherapy units (per 1 000 000 population)"
"WHS6_101","Median availability of selected generic medicines (%) - Private"
"WHS6_102","Hospital beds (per 10 000 population)"
"WHS6_116","Median consumer price ratio of selected generic medicines - Private"
"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"W-MM_Group","Anti-tobacco mass media campaigns"
"WSH_1","SDG 3.9.2 WASH deaths"
"WSH_10","Number of diarrhoea deaths from inadequate water, sanitation and hygiene"
"WSH_10_HYG","Number of diarrhoea deaths from inadequate hygiene"
"WSH_10_SAN","Number of diarrhoea deaths from inadequate sanitation"
"WSH_10_WAT","Number of diarrhoea deaths from inadequate water"
"WSH_2","Water, sanitation and hygiene attributable deaths ('000) in children under 5 years"
"WSH_20","Attributable fraction of diarrhoea to inadequate water, sanitation and hygiene"
"WSH_20_HYG","Attributable fraction of diarrhoea to inadequate hygiene"
"WSH_20_SAN","Attributable fraction of diarrhoea to inadequate sanitation"
"WSH_20_WAT","Attributable fraction of diarrhoea to inadequate water"
"WSH_3","Water, sanitation and hygiene attributable deaths per 100'000 capita"
"WSH_30","Number of diarrhoea DALYs from inadequate water, sanitation and hygiene"
"WSH_30_HYG","Number of diarrhoea DALYs from inadequate hygiene"
"WSH_30_SAN","Number of diarrhoea DALYs from inadequate sanitation"
"WSH_30_WAT","Number of diarrhoea DALYs from inadequate water"
"WSH_4","Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years"
"WSH_5","Water, sanitation and hygiene attributable DALYs ('000)"
"WSH_6","Water, sanitation and hygiene attributable DALYs ('000) in children under 5 years"
"WSH_7","Water, sanitation and hygiene attributable DALYs per 100'000 capita"
"WSH_8","Water, sanitation and hygiene  attributable DALYs per 100'000 children under 5 years"
"WSH_HYGIENE_BASIC","Population with basic handwashing facilities at home (%)"
"WSH_SANITATION_BASIC","Population using at least basic sanitation services (%)"
"WSH_SANITATION_OD","Population practising open defecation (%)"
"WSH_SANITATION_SAFELY_MANAGED","Population using safely managed sanitation services (%)"
"WSH_WATER_BASIC","Population using at least basic drinking-water services (%)"
"WSH_WATER_SAFELY_MANAGED","Population using safely managed drinking-water services (%)"
"NCD_CCS_ARB","General availability of Angiotensin II receptor blockers (ARBs) in the public health sector"
"NCD_CCS_CRD_GUIDE","Existence of evidence-based national guidelines/protocols/standards for the management of chronic respiratory diseases"
"PRISON_B16_SUICIDERISK","In-prison standardized protocol for suicide"
"NCD_CCS_MORT_TARGET","Existence of a national target on NCD mortality"
"IHRSPAR_CAPACITY01","Legislation and Financing"
"PRISON_D4_HIV_DIAG_TOT","In-prison HIV diagnosis (number of diagnoses)"
"PRISON_D4_CARDIOVASC_DIAG_TOT","In-prison cardiovascular disease diagnosis (number of diagnoses)"
"bfearly","Early initiation of breastfeeding (in the two years preceding the survey) (%)"
"R_Price_lowest_cost_ppp","Cheapest brand of cigarettes - price in PPP$"
"ASSISTIVETECH_SOURCESOFAT","Sources of assistive products (%)"
"MALARIA_PF_INDIG","Number of indigenous P. falciparum malaria cases"
"O_Cytisine_sold","Cytisine - legally sold"
"NCD_CCS_PA_POL_WORK","Existence of policy promoting physical activity: workplace initiatives"
"PRISON_B9_1_NURSES_RATIO","Nurses in prisons (FTEs per 1000 prisoners)"
"FINPROTECTION_IMP_BNLFHU_FURIMP_HH","Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)"
"IHRSPAR_CAPACITY13","Radiation Emergencies"
"PHE_HHAIR_POP_CATEGORY_FUELS","Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)"
"Yth_curr_cig_smoking","Prevalence of current cigarette smoking among adolescents (%)"
"NCD_CCS_ESS_MEDS_TECH_TARGET","Existence of a national target on essential medicines and technologies"
"MALARIA_IMPORTED","Number of imported malaria cases"
"R_earmarking","Reported use of earmarked tobacco taxes"
"IHRSPAR_CAPACITY03","Zoonotic Events and the Human-animal Interface"
"CCH_SURVEY_MULTISTAKEHOLDER_MECHANISM_EXISTS","Existence of a multi-stakeholder mechanism on health and climate change"
"IHRSPAR_CAPACITY07","Human Resources (SPAR)"
"PHE_HHAIR_POP_POLLUTING_FUELS","Population with primary reliance on polluting fuels and technologies for cooking (in millions)"
"IHRSPAR_CAPACITY06","Surveillance (SPAR)"
"MALARIA_ITN_COVERAGE","Population with access to an insecticide-treated bed net (ITN) for malaria protection (%), modelled"
"Adult_curr_smokeless","Prevalence of current smokeless tobacco use among adults (%)"
"PRISON_D4_HEPB_DIAG_TOT","In-prison Hepatitis B diagnosis (number of diagnoses)"
"Yth_nonsmoked_svy_title","Name of latest youth prevalence survey (nonsmoked)"
"RADON_Q501_1","Reference level for dwellings (Bq/m3)"
"CARE_SOURCE","Care-seeking by type of patient and source of care (%)"
"E_compl_e10","Compliance with ban on promotional discounts (score)"
"NCD_CCS_TOB_SVY","Has conducted a recent, national adult risk factor survey covering tobacco use"
"Adult_nonsmoked_national","Representation of latest adult prevalence survey (nonsmoked)"
"Yth_nonsmoked_svy_yr","Year of latest youth prevalence survey (nonsmoked)"
"E_compl_e14","Compliance with ban on appearance of tobacco products in TV and/or films (score)"
"FINPROTECTION_IMP_P310_LEVEL_MILLION","Total population pushed  further below the $3.20 a day poverty line by household health expenditures (millions)"
"NCD_CCS_PA_GUIDELINES_OLDADULTS","Existence of national guidelines for physical activity for older adults"
"P_compl_p1","Compliance with smoke-free health-care facilities law (score)"
"RADON_Q503","Existence of national reference level for workplaces"
"NCD_CCS_ALC_TARGET","Existence of a national target on alcohol"
"NCD_CCS_PA_SVY","Has conducted a recent, national adult risk factor survey covering physical inactivity"
"NCD_CCS_PA_POL_WALKBIKE","Existence of policy promoting physical activity: walking and cycling"
"MALARIA_EST_DEATHS","Estimated number of malaria deaths"
"FINPROTECTION_IMP_P310_POP","Population pushed further below the $3.20 a day poverty line by household health expenditures (%)"
"R_Price_mp_estimate_ppp","Most sold brand of cigarettes - price in PPP$"
"P_compl_p4","Compliance with smoke-free government facilities law (score)"
"W21_emissions_quant_A","Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark"
"PRISON_D4_MH_DIAG_TOT","In-prison mental disorder diagnosis (number of diagnoses)"
"WHOSIS_000016","Mortality rate among children ages 5 to 9 years (per 1000 children aged 5)"
"MALARIA_EST_INCIDENCE","Estimated malaria incidence (per 1000 population at risk)"
"IHRSPAR_CAPACITY10","Risk Communication (SPAR)"
"E23_vending_machines","Ban on tobacco vending machines"
"E22_subnational_authority_exists","Subnational bans on tobacco advertising, promotion and sponsorship authority exists"
"AIR_71","Ambient air pollution attributable DALYs in children under 15 years"
"ASSISTIVETECH_Q06","Workforce availability for assistive technology"
"SDGIPV","Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months"
"SDGHEALTHFACILITIESESSENTIALMEDS","Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis"
"NCD_CCS_bone_marrow","General availability of bone marrow transplantation in the public health system"
"PRISON_D4_MDRTB_DIAG_TOT","In-prison MDR-TB diagnosis (number of diagnoses)"
"RADON_Q502_1","Reference level for buildings with high public occupancy (Bq/m3)"
"NCD_CCS_CHOL_SVY","Has conducted a recent, national adult risk factor survey covering raised total cholesterol"
"NCD_CCS_DRUG_THERAPY_TARGET","Existence of a national target on drug therapy and counselling"
"PRISON_B17_INVOLVEMENT","In-prison patient involvement in healthcare planning and reform"
"IHRSPAR_CAPACITY11","Points of Entry (SPAR)"
"NCD_CCS_PBCR","Existence of population-based cancer registry"
"SDGIHR2021","Average of 15 International Health Regulations core capacity scores, SPAR version, 2nd edition"
"PRISON_F1_INJECTDRUGUSERS_TOT","In-prison people who inject/have injected drugs (number of prisoners, over the last 12 months)"
"HEMOGLOBINLEVEL_CHILDREN_MEAN","Mean hemoglobin level of children aged 6-59 months"
"Adult_nonsmoked_age_grp","Age range of latest adult prevalence survey (nonsmoked)"
"CCH_SURVEY_AGREEMENT_MOH_OTHERSECTORS","Agreement in place between the Ministry of Health and other sector(s) in relation to health and climate change policy or programs"
"GASPRP","Reporting countries"
"TB_e_inc_rr_num","Estimated number of MDR/RR-TB incident cases"
"R_Price_lowest_cost_estimate","Cheapest brand of cigarettes - price in currency reported"
"NCD_HYP_DIAGNOSIS_A","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized"
"PRISON_F1_BMI25_TOT","In-prison people who have BMI >= 25 (number of prisoners who are overweight)"
"PRISON_F1_DRUGUSERS_TOT","In-prison people who use/have used drugs (number of prisoners, in the last 12 months)"
"Yth_daily_smokeless","Prevalence of daily smokeless tobacco use among adolescents (%)"
"ASSISTIVETECH_Q07","Availability of education/training for assistive technology"
"E_compl_e_all_indir","Overall compliance with bans on promotion and sponsorship (score)"
"PRISON_C16_LABTESTS","In-prison laboratory tests"
"HEMOGLOBINLEVEL_PREGNANT_MEAN","Mean hemoglobin level of pregnant women (aged 15-49 years)"
"ASSISTIVETECH_Q08","Existence of financial mechanisms for assistive technology"
"RADON_Q202","Existence of any subnational radon activity"
"cpmowho","Contraceptive prevalence - use of modern methods (%)"
"NCD_CHOL_MEANHDL_A","Mean HDL cholesterol, age-standardized"
"E_compl_all_dir","Overall compliance with bans on direct advertising (score)"
"Adult_svy_national","Representativeness of most recent survey of adults"
"PRISON_D4_TB_DIAG_TOT","In-prison TB diagnosis (number of diagnoses)"
"IHRSPAR_CAPACITY02","IHR Coordination and National IHR Focal Point Functions"
"MALARIA_MICR_TEST","Number of malaria suspects examined by microscopy"
"MALARIA_EST_CASES","Estimated number of malaria cases"
"P_compl_p5","Compliance with smoke-free indoor offices law (score)"
"IHRSPAR_CAPACITY12","Chemical Events"
"Adult_curr_e-cig","Prevalence of current e-cigarette use among adults (%)"
"FINPROTECTION_IMP_PRELPL_POP","Population pushed further  below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (%)"
"IHRSPAR_CAPACITY05","Laboratory (SPAR)"
"MALARIA_SUSPECTS","Number of suspected malaria cases"
"SDGIPVLT","Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime"
"CCH_SURVEY_PLAN_STRATEGY_DEVELOPED","National health and climate change plan or strategy developed"
"NCD_HYP_PREVALENCE_A","Prevalence of hypertension among adults aged 30-79 years, age-standardized"
"IHRSPAR_CAPACITY08","National Health Emergency Framework"
"NCD_HYP_PREVALENCE_C","Prevalence of hypertension among adults aged 30-79 years, crude"
"O_Cytisine_where","Cytisine - place available"
"GLASSAMC_GPW13_T4B","Target ≥60% of total antibiotic consumption being Access group antibiotics (GPW13 target 4b)"
"vbcg","BCG immunization coverage among one-year-olds (%)"
"SDGIPV12M","Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months"
"NCD_CCS_TEL_HYDRO_COMBO","General availability of Fixed dose combination avail (telmisartan + hydrochlorothiazide) in the public health sector"
"MALARIA_INDIG_STATUS","Status of indigenous malaria cases"
"CCH_SURVEY_MOH_FOCALPOINT","Designation of a focal point responsible for health and climate change within the Ministry of Health"
"NCD_CCS_FOOD_TAX","Existence of tax on foods high in fat, sugars or salt"
"MH_27","Publication year of the policy or plan (latest revision)"
"HIV_0000000028","Estimated number of tests performed where results were received by a person (testing volume), estimated number per 1000 population"
"NCD_CCS_EyePlan","Existence of operational policy/strategy/action plan for eye health"
"NCD_HYP_CONTROL_A","Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized"
"PRISON_D3_DEATHS_TOT","In-prison total deaths"
"MALARIA_PV_INDIG","Number of indigenous P. vivax malaria cases"
"AMR_INFECT_MRSA","Proportion of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA), median (%)"
"NCD_CCS_PA_GUIDELINES_5to19","Existence of national guidelines for physical activity for children and adolescents aged 5-19"
"IMMUNIZATION_VACCINATIONCARDSSEEN","Proportion of vaccination cards seen (%)"
"GASPRSCFM","Proportion of isolates with decreased susceptibility or resistance (DS/R) to cefixime reported to WHO-GASP"
"NCD_CCS_CANCER_GUIDE","Existence of evidence-based national guidelines/protocols/standards for the management of cancer"
"MALARIA_INDIG","Number of indigenous malaria cases"
"RADON_Q707","Inclusion of radon education for building professionals"
"NCD_CCS_PA_POL_CHILDCARE","Existence of policy promoting physical activity: childcare settings"
"PRISON_F1_TOBACCO_TOT","In-prison people who currently use tobacco  (number of prisoners)"
"ASSISTIVETECH_Q10","Existence of initiatives/collaborations on assistive technology"
"MALARIA_CONF_CASES","Number of confirmed malaria cases"
"E_compl_e12","Compliance with ban on indentifying non-tobacco products with tobacco brand names (score)"
"NUTRITION_ANAEMIA_NONPREGNANT_PREV","Prevalence of anaemia in non-pregnant women (aged 15-49) (%)"
"ASSISTIVETECH_SATISFACTIONACTIVITIES","Satisfaction with assistive products for different environments and activities (%)"
"E_compl_e6","Compliance with ban on advertising at point of sale (score)"
"MALARIA_RDT_TEST","Number of malaria suspects examined by rapid diagnostic test (RDT)"
"NCD_CCS_BPmsmt","General availability of blood pressure measurement at the primary health care level"
"NCD_CCS_BP_SVY","Has conducted a recent, national adult risk factor survey covering raised blood pressure/hypertension"
"uwgt5","Underweight prevalence in children aged < 5 years (%) (Health inequality monitor)"
"CARE_SEEK","Care-seeking by type of patient and source of care (%) (see CARE_SOURCE)"
"NTD_BU_END","Status of endemicity of buruli ulcder"
"P_compl_p6","Compliance with smoke-free restaurants law (score)"
"M_Est_smk_curr","Estimate of current tobacco smoking prevalence (%)"
"NCD_CHOL_MEANTOTALCHOL_C","Mean total cholesterol,  crude"
"FINPROTECTION_IMP_BNLFHU_P_HH","Households impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)"
"RADON_Q605","Authorization/accreditation required for official radon measurement providers"
"Adult_daily_smokeless","Prevalence of daily smokeless tobacco use among adults (%)"
"E17a_csr_ban","Ban on Corporate Social Responsibility activities (CSR)"
"vzdpt","One-year-old children who have not received any doses of the DTP vaccine (%)"
"NCD_CCS_ALC_MGMT_GUIDE","Existence of evidence-based national guidelines/protocols/standards for the management of alcohol use disorders"
"ASSISTIVETECH_SATISFACTIONSERVICES","Satisfaction with assistive products and related services (%)"
"NCD_CCS_diab_retin","General availability of diabetic retinopathy screening in the public health system"
"ASSISTIVETECH_BARRIERAT","Barriers to accessing assistive products (%)"
"NCD_HYP_CONTROL_C","Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude"
"E_compl_e5","Compliance with ban on billboard and outdoor advertising (score)"
"PRISON_F1_BMI30_TOT","In-prison people who have BMI >= 30 (number of prisoners who are obese)"
"PRISON_D4_CANCER_DIAG_TOT","In-prison cancer diagnosis (number of diagnoses)"
"NCD_CCS_PA_POL_PUBLIC","Existence of policy promoting physical activity: public open spaces"
"NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV","Prevalence of anaemia in women of reproductive age (aged 15-49) (%)"
"PRISON_B20_CLINICALREP","In-prison clinical health records"
"HIV_0000000027","Reported number of tests performed where results were received by a person (testing volume)"
"NCD_CCS_CVD_GUIDE","Existence of evidence-based national guidelines/protocols/standards for the management of cardiovascular diseases"
"NCD_CCS_PA_TARGET","Existence of a national target on physical inactivity"
"NCD_CCS_OVWT_SVY","Has conducted a recent, national adult risk factor survey covering overweight and obesity"
"NCD_HYP_TREATMENT_A","Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized"
"E_compl_e3","Compliance with ban on advertising in local magazines and newspapers (score)"
"Youth_svy_age_range","Age range of most recent adolescent survey"
"NCD_CCS_PA_MASS_PART","Implementation of a recent mass participation event"
"NCD_CHOL_MEANHDL_C","Mean HDL cholesterol, crude"
"P_compl_p2","Compliance with smoke-free education facilities except universities law (score)"
"Adult_survey_title","Title of most recent survey of adults"
"RADON_Q305","Existence of national radon map"
"FINPROTECTION_IMP_PREL_LEVEL_MILLION","Total population pushed   further  below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (millions)"
"ASSISTIVETECH_TRAVELDISTANCEAT","Travel distance to obtain assistive products (%)"
"PRISON_F1_ALCOHOL_TOT","In-prison people who drink/drank alcohol (number of prisoners, in the last 12 months)"
"SRHINSTITUTIONALBIRTH","Institutional Births (birth taken place in a facility) (%)"
"FINPROTECTION_IMP_NPRELPL_POP","Population pushed below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (%)"
"NCD_CCS_TOB_MGMT_GUIDE","Existence of evidence-based national guidelines/protocols/standards for the management of tobacco dependence"
"FAMILYPLANNINGUNPDUHC","Women of reproductive age (15−49 years) who are married or in-union who have their need for family planning satisfied with modern methods (%), UNPD"
"NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM","Number of women of reproductive age (aged 15-49 years) with anaemia (thousands)"
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)"
"AMR_INFECT_ECOLI","Proportion of bloodstream infection due Escherichia coli resistant to 3rd-generation cephalosporin, median (%)"
"SDGFPALL","Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%)"
"PRISON_D3_DEATHS_SUICIDE_MRATE","In-prison suicide mortality rate (per 100 000 incarcerated persons per year)"
"E_compl_e9","Compliance with ban on free distribution in mail or through other means (score)"
"Yth_daily_tob_smoking","Prevalence of daily tobacco smoking among adolescents (%)"
"NCD_CCS_OBES_TARGET","Existence of a national target on obesity"
"LBW_NUMBER","Low birth weight (in thousands)"
"LBW_PREVALENCE","Low birth weight, prevalence (%)"
"ASSISTIVETECH_TOTALNEED","Prevalence of need of assistive products (%)"
"OHS_POLICYSTATUS","Existence of national policy instruments for occupational health and safety for health workers"
"FINPROTECTION_IMP_P190_LEVEL_SH","Total population pushed further below the $1.90 a day poverty line by household health expenditures (%)"
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","Total population pushed below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (millions)"
"AIR_73","Ambient air pollution attributable YLL in children under 15 years"
"PRISON_B11_VACPREV_MMR","In-prison vaccination for MMR"
"PRISON_D4_COVID_TOT","In-prison COVID-19 diagnosis (number of diagnoses)"
"AMRGLASS_SURVL04","Number of surveillance sites reporting to GLASS: In- and outpatient facilities"
"NCD_CCS_cancer_surgery","General availability of cancer surgery in the public sector"
"FINPROTECTION_IMP_P310_LEVEL_SH","Total population pushed  further  below the $3.20 a day poverty line by household health expenditures (%)"
"CHILDVIOL","Indicator 16.2.1: Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month"
"GASPRSESC","Proportion of isolates with decreased susceptibility or resistance (DS/R) to extended-spectrum cephalosporins reported to WHO-GASP"
"Camp_media_monitor","Process evaluation was employed to assess implementation of the campaign"
"NCD_CCS_CANCER_DEPT","General availability of cancer centres or cancer departments at tertiary level in the public sector"
"PRISON_B14_ERRORS","In-prison standardized process for medication errors"
"PRISON_B11_VACPREV_HEPA","In-prison vaccination for Hepatitis A"
"PRISON_A2_PRISIONERS_PER100KPOP","Number of prisoners (per 100 000 inhabitants)"
"PRISON_B11_VACPREV_HPV","In-prison vaccination for HPV"
"GASPRSCIP","Proportion of isolates with resistance to ciprofloxacin reported to WHO-GASP"
"NCD_CCS_PA_GUIDELINES_UNDER5","Existence of national guidelines for physical activity for children under 5"
"MALARIA_ACT_TREATED","Number of malaria cases treated with artemisinin-based combination therapies (ACTs)"
"NUTRITION_ANAEMIA_CHILDREN_NUM","Number of children aged 6–59 months with anaemia (thousands)"
"NCD_CCS_PA_POL_COMM_BASED","Existence of policy promoting physical activity: community-based and sports initiatives"
"VACCINEPREVENTABLE_WILDPOLIO","Number of reported cases of poliomyelitis by wild poliovirus (WPV)"
"Adult_curr_tob_smoking","Prevalence of current tobacco smoking among adults (%)"
"MALARIA_MICR_POS","Number of malaria positive cases by microscopy"
"Yth_curr_smokeless","Prevalence of current smokeless tobacco use among adolescents (%)"
"P_compl_p7","Compliance with smoke-free pubs and bars law (score)"
"Adult_curr_cig_smoking","Prevalence of current cigarette smoking among adults (%)"
"SDGHPVRECEIVED","Girls aged 15 years old that received the recommended doses of HPV vaccine (%)"
"Yth_daily_cig_smoking","Prevalence of daily cigarette smoking among adolescents (%)"
"ASSISTIVETECH_Q04","Existence of responsible ministry/authority on assistive technology"
"GASPRSCRO","Proportion of isolates with decreased susceptibility or resistance (DS/R) to ceftriaxone reported to WHO-GASP"
"NCD_CCS_HearingPlan","Existence of operational policy/strategy/action plan for hearing health"
"Yth_nonsmoked_national","Representation of latest youth prevalence survey (nonsmoked)"
"NUTRITION_ANAEMIA_PREGNANT_NUM","Number of pregnant women (aged 15-49 years) with anaemia (thousands)"
"SDGODAWS","Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (current US$ millions)"
"Youth_svy_yr","Year of most recent adolescent survey"
"NCD_CCS_path_lab","General availability of pathology services (laboratories) in the public sector"
"IHRSPAR_CAPACITY09","Health Service Provision"
"Adult_curr_tob_use","Prevalence of current tobacco use among adults (%)"
"ASSISTIVETECH_Q01","Existence of legislation on access to assistive technology"
"GASPRSAZM","Proportion of isolates with resistance to azithromycin reported to WHO-GASP"
"Yth_daily_e-cig","Prevalence of daily e-cigarette use among adolescents (%)"
"AMRGLASS_SURVL05","Total number of surveillance sites reporting to GLASS"
"AIR_72","Ambient air pollution attributable deaths in children under 15 years"
"E17b_csr_promo_self","Ban on tobacco companies/the tobacco industry publicizing their CSR activities"
"P_comprehensive_subnat","Subnational smoking bans - at least one jurisdiction has a comprehensive ban in place"
"FINPROTECTION_IMP_PG_RELPL_STD","Increase in poverty gap due to household health expenditures, expressed as a proportion of a relative poverty line (60% of median daily per capita consumption or income) (%)"
"NUTRITION_ANAEMIA_CHILDREN_PREV","Prevalence of anaemia in children aged 6–59 months (%)"
"CCH_SURVEY_SURVEILLANCE_WHICH_METEOROLOGICAL","Existence of a health surveillance system which includes meteorological information"
